text,label
Wow...I wanted to like this place...It is ascetically pleasing but thats about it...We went for drinks on a Sunday night as I had some friends in from out of town...Weak watered down over priced drinks...The bartender informed me to order a double as it would be a better deal..So I do...and what does this guy do...pours the exact same amount of liquor in my drink than the previous one that was a single... What a dickhead the bartender was...Watching him awkwardly dance to shitty house music was about his only redeeming quality...Also our drink prices changed depending on who went up to order...Good luck casa...I don't know what kind of demographic you think your serving...You can't charge Scottsdale prices on Mill and last...,0
"Oh I want to rate this one higher than I think it deserves so badly!  Having been in Las Vegas since I was a wee little one, Macayo's was a household name.  We used to get their chips and salsa as a special treat and bring the chips home in s poet bag and the smooth salsa in a styrofoam coffee cup!\n\nI still enjoy to this day their chips and salsa. The TCT is always a great appetizer as well. However, I'm saddened to say that overall, their food sucks.  I have tried a large portion of things on the menu at one time or another and 90% of it is nothing special at all.  This is a terrible reality for me as I want to say it's great.  After being served what looked like a bowl of vomit today aka Chicken Chiliorio, I had to write the review.  This sounded so tasty on the menu but comes out so awful looking and tasting I had to end lunch without eating it.  Fortunately, the great service which is typical of Macayo's staff took it off the check.  \n\nGood things:  chips and salsa & TCT\nMediocre at best:  everything else I have tried. \n\nI wish I could find a better place that hit the spot on both the chips and salsa and the main course. Those are hard to find a good balance of.  \n\nThree stars if you're selective on what you eat",2
"I got a take out order from them on Saturday morning right as the opened, I have been training for the past 3 months for a fitness competition, once I competed for some reason all I was craving was Belgian waffles!  My waffle was the biggest disappointment ever.  It was rubbery, and had no fluff to it, it actually seemed like they just took pancake mix and attempted to make a waffle out of it.  It wasn't crispy at all, and not because it was in a take out container, we live maybe 2mins from the establishment, it was never crispy to begin with.  On top of it just being poor in taste and texture it looked horrible, burnt edges and they didn't even bother to clean off the over spill edges which is that parts that were burnt. \n\nIt tasted like they hadn't cleaned the waffle iron in some time.  There was s distinct taste of charred waffles that had been their before.  This was my first experience here and my absolute last.",0
"More expensive than it should be, but they have very good carne asada, and the only authentic el pastor I've found in Phoenix (cooked on a gyro rotisserie with a pineapple on top). Definitely the most authentic taqueria near ASU. The el pastor taco special on Tuesdays is my favorite.",3
"Pollo Fundito is great. Fish tacos, though small, are terrific. Salsa verde and chips are very good . Love the Old World beer. Hard to find next to Blu Burger Grill and Grimaldi Pizza",4
"The price was much too high for the quality and presentation. The staff was nice, but even for the convenience I can't justify the quality for the price.",1
"The bagels are okay, some are actually tasty.\n\nThe \""schmear\"" (flavored cream cheese) is way too sweat for me.\n\nThe coffee is some of the worst I've ever drank.  Extremely watery, even the dark roast, tainted with stale flavors, and too expensive.\n\nTheir sandwiches are overpriced; thin toppings and not very satisfying.\n\nAnd if it looks like you are walking towards UNLV, your car might get towed by the property owners (although I haven't seen this happen lately).\n\nThey like to put \""Darn Good\"" on everything but I just say \""Darn\"".",1
"One of the best views in town... and the food is marvelous... (tip go early... like 5:30 when they open and you can get a table by the window....) I usually just show up as they open, have a martini and a couple of appetizers... what a lovely light meal in a beautiful location...",4
We tried this place a couple of times and really like the food.  Drinks are okay and small though.\nRecommendations: Guacamole and Fajitas - we found these to be really good dishes,3
"We had spent the afternoon out in the hot sun and hadn't eaten all day. I'm the kind of girl that needs to eat every two hours or I grow a second head and start screaming about any minuscule thing that happens to set me off. Needless to say, I needed to eat before someone got hurt. \n\nWe had been wanting to try North End Pizza for awhile; so when I felt like devouring 56 slices of saucy cheesey goodness after my day in the sun we decided to finally make the stop. \n\nNo debating for me over what to order. Margherita special for the day? Yes, in a large please. And a side of fries. \n\nThe fries weren't great, weren't bad. I dumped some garlic salt on them and they instantly improved. They brought out the pizza and I was a little disappointed- it was a bit skimpy on the cheese. \n\nAfter my first slice I was hooked. The crust is thin but not super thin, the sauce has a lot of flavor, and the mozzarella (what there was of it) was fresh. My husband and I ate the entire large pizza right then and there.",3
